time,id,location,accuracy,scale,algo,association_status,cl_radio,ap_cardinality
2017-09-01 19:28:30,282,2010600557,99.6985,5,4,t,5GHz,1
2017-09-01 19:28:30,283,2010600940,99.7226,5,4,t,5GHz,1
2017-09-01 19:28:30,284,2010400279,99.6464,5,4,f,5GHz,1
2017-09-01 19:28:30,285,2010400245,99.4227,5,4,f,2.4GHz,1
2017-09-01 19:28:30,286,2010300110,99.6667,5,4,f,2.4GHz,1
2017-09-01 19:28:30,287,2010400520,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,288,2010600573,99.8259,5,4,f,2.4GHz,1
2017-09-01 19:28:30,289,2010600931,99.2841,5,4,f,5GHz,3
2017-09-01 19:28:30,290,2010400409,99.6756,5,4,t,5GHz,1
2017-09-01 19:28:30,291,2010400491,99.7327,5,4,t,5GHz,1
2017-09-01 19:28:30,292,2010400528,99.7575,5,4,t,5GHz,1
2017-09-01 19:28:30,293,2010600694,99.4908,5,4,f,2.4GHz,1
2017-09-01 19:28:30,294,2010300522,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,295,2010600100,99.6838,5,4,f,2.4GHz,1
2017-09-01 19:28:30,296,2010400475,99.6838,5,4,t,2.4GHz,1
2017-09-01 19:28:30,297,2010300560,98.9129,5,4,t,2.4GHz,1
2017-09-01 19:28:30,298,2010600740,99.6838,5,4,f,5GHz,1
2017-09-01 19:28:30,299,2010400365,99.6838,5,4,f,5GHz,1
2017-09-01 19:28:30,300,2010600218,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,301,2010400496,99.4209,5,4,f,2.4GHz,2
2017-09-01 19:28:30,302,2010400476,99.6985,5,4,t,5GHz,1
2017-09-01 19:28:30,303,2010600883,99.2537,5,4,f,2.4GHz,2
2017-09-01 19:28:30,304,2010600598,99.1262,5,4,f,5GHz,2
2017-09-01 19:28:30,305,2010400500,99.6938,5,4,t,5GHz,1
2017-09-01 19:28:30,306,2010400041,99.7764,5,4,t,5GHz,1
2017-09-01 19:28:30,307,2010400581,99.2132,5,4,t,5GHz,1
2017-09-01 19:28:30,308,2010600066,99.7418,5,4,t,5GHz,1
2017-09-01 19:28:30,309,2010400352,99.7226,5,4,t,5GHz,2
